Video_ID,Views,Likes,Dislikes
nfN0pmDXaPk,493550,4219,132
neasyWZRjsc,175904,5566,142
ndl1W4ltcmg,19534657,477634,17391
ncKGyNksAcw,560860,6551,224
nZYMqhPL8tI,10969,174,381
nXF7S_leuXk,50320,217,30
nWHUjuJ8zxE,12469921,70480,2558
nVti7GoAe6A,24207,504,36
nSO91H9gNE0,242355,3577,726
nRSarEfUoCc,8483,151,7
nPkr9HmglG0,2629413,47210,545
nPLsglRt1jI,64302,1659,13
nOO0Es4eARw,20981,601,31
nMq_5BwY5y8,444228,6005,68
nMWHBUTHmf0,627123,3923,147
nIgeVoVMv90,1928882,6477,776
nIArUcwUxZ0,74891,2420,65
nDmqTY67Q-Q,15549,354,685
nD0Sa0gl5dg,182941,1425,43
nBzIFQY95DE,184418,5242,176
nBO4F9TCp48,36485,316,12
nANk1t-yWrI,33924,664,53
n9cThUbjnrc,45268,458,24
n9WIReSXpks,76865,1089,34
n9Rs15Fjwo4,95474,1492,67
n8k0t5fQnc4,329395,556,70
n8gJ81M39Ig,370822,8971,39
n83s6NO1NE0,5139174,122676,1470
n77quSYsyFA,731951,1561,687
n68tHnKe0t8,102277,747,37
n5kxMk9xjj0,170060,2882,228
n59tgVPvhW4,552517,8111,104
n3tJEDhL9ho,34560,788,116
n3Vuwop3MGA,489624,1940,86
n3IzgYrOJ88,509038,2430,226
n3AdLDU0nC8,8745,200,50
n24sB8Xfu54,447253,8661,133
n1UJgrNRcvI,2280681,20545,344
n0Pooa6SnE4,41334,542,78
n0HF8TAKT7w,36376,335,921
n--DbvvwYTo,104778,688,30
mzfKrjV-Yyg,164539,3711,126
mu4AbTGTDBw,51482,1259,89
ms8OdjWJRPY,320743,1730,664
mnuZiwP7CWM,15871,56,7
mntZKXXSE04,908109,13066,703
mnn17Ln4-W8,30875,504,25
mn_mdZaElVA,3143602,49572,677
mnZeRCrMRFg,474795,2591,119
mmyNUPvEF5M,1388490,9951,597
mmGjLkAFkbc,23930,781,156
mlhkBqQDhh0,99941,1411,25
mkt2U9_Ha98,480063,1924,35
mknz1JY9dWM,613273,10412,154
mkSLXNVPcRc,281770,2524,110
mjYM6ILC1z8,535991,23512,382
mjQxOBrHuWc,156618,2360,619
mjLWuzGVyew,4532416,43719,55547
miqZdXm3-AY,34905,698,44
miWnpF1qJXg,69847,907,40
mgEPJ8DbIYI,991848,1306,1975
mfA4w7qy0pA,352877,10349,79
me7GvzZJSkc,786339,36010,784
mdP5LUS29mg,27191,797,27
mdMtnvMJcDA,2498441,29800,423
mbB3noOrDH0,105666,3424,356
mae5G98zsv4,982213,46387,222
ma8te7ywEio,2977751,14574,738
m_k3tSHwQd0,89036,1231,176
m_he2unGuIw,157083,2334,100
mXtAd2aB9sg,300451,16752,257
mWPbC9Fp-yk,513030,5316,108
mVzIIopBKxk,361251,8398,179
mTtbg9poe_w,3730882,143927,735
mTLc_RzqaJc,6711984,194849,2056
mSvFqxBLGbs,116694,2234,32
mRLt2xBpQbQ,471170,1429,120
mMbaQbNIJso,16133,404,138
mJSViC_Sx20,582454,16559,284
mGwiTRVNlhI,231935,8019,125
mFGl2mOLq1I,68156,358,8
mFBXphsHqV0,12856,209,20
mE_Oah0RxQE,394681,8404,98
mCUEaHqFxAU,1661876,24390,367
mAEZYPCtp-w,72684,831,26
m9Y0zUPFNVk,287276,6128,91
m8n2SAufOMM,363734,18137,161
m8hWlktFCpA,397088,4272,435
m7hgXRJBQFI,82659,1496,525
m75fMLlR-6g,24098,251,39
m6fseZL2uwM,255444,2997,443
m43Ag-dvvYs,1567,50,17
m3tkFOtM6go,4183266,28075,2540
m3hc85bitFQ,177099,1374,45
m36QeKOJ2Fc,1454941,9371,607
m0mU87qNCAw,6947211,246191,1837
m-vomGsKFMA,45059,778,298
lyhVRTo584E,111742,2338,77
lwL7_VpqFOs,57847,552,112
lul21ldU_pI,343711,2900,200
ltrU6t_95eE,101116,1977,136
lsZ8hDutkeM,226071,1799,69
lsKUkHaLrbw,115309,693,75
lo9ziUuLXFE,583351,14641,494
llySwgYmDmY,49509,734,34
llFC9J50Kf8,148780,1389,773
ljEykneFpSs,61087,1193,100
lh08URa9urU,24215,202,29
lfpYR-_MsJw,38214,931,396
lfP1fdt-4lA,35210,69,21
lcuETTRIBnI,58750,589,21
lcqN3S8RbhI,179666,3764,125
lci71HjGvaM,635859,2674,77
lcEG3IQ6vYs,64756,199,25
lc1GGHBNa2M,491910,6159,75
lbIVCLXduto,130825,403,109
lai4OEBOhJw,4023255,97841,576
lZKqMVPlDg8,9578565,208041,3600
lZ1fKYmF4qU,21107,337,46
lYtmxZ1f_gk,361841,2642,142
lXiSr8I39fM,182082,2130,115
lWbOK7dh-PM,353691,3749,185
lW9BLmjzi_4,127886,388,49
lVNJ4qq7Trg,15826,159,38
lTrCpkJwckY,117433,1311,169
lTeDtOlH-40,1126476,38460,356
lSDiwQlV59w,80065,1346,168
lRE82PNbVVk,38138,885,35
lQiqX7AcBfk,95662,612,264
lQ2pUCc_OAQ,63506,1393,58
lNdtoQ_Z1pI,50820,530,43
lMZyZ63FP1A,107072,803,22
lLvzvgwaVWM,436069,2415,385
lLp7Tozm-ZM,849866,14616,176
lLlWl6xpjCI,24533,478,61
lLTT8ogRf50,315365,2091,46
lKaGkUHFVcg,1060,22,16
lKOn4saO-tU,96538,485,222
lJxMtQMhVJU,65436,108,36
lJ3_biTbeRM,2399636,17222,1274
lGcJL6TG5cA,1667771,27400,1879
lFlQHUN9duQ,720728,4331,199
lBoXmf0PW1I,3296119,106930,2158
l9iRz3HbdHk,271978,5273,49
l9S8uJAT8Wk,48933,595,123
l8W1yvrPA-U,271652,3048,104
l88tkhzVMa0,323976,724,56
l58wi4dx7RM,77722,694,26
l4mY2asIjWk,2392053,32478,1492
l4eEcf0Pauo,649353,6158,92
l4VPEPOxHws,75509,417,20
l4Qggh6F33c,236874,13090,247
l4PnlFe0OkA,28749,867,46
l1Y6OgGLuw8,47327,396,19
l0Eisn1hBjE,59554,908,13
l-gsppRWlb8,54584,1240,40
kzby3KOQ5AM,291431,3136,187
kz32KVRZtvQ,305687,8250,1281
kxuPZOCFCd0,79669,1522,68
kxJR6AptQ_E,58369,2058,138
kxIua1MXhgo,3288908,32722,3163
kwsDCkBJMkU,31622,385,67
kw2a4JNzCnU,184877,1619,232
kvvWB0GwCek,3987357,61841,3444
ktr1a2p36Cw,68141,609,77
ktTurs7leRo,2629497,103422,506
ktJGNSf0zfc,38585,1498,306
krfcq5pF8u8,3567758,72609,6952
kqiDy4vfwZw,1581749,66674,529
koV0SNPwrcQ,181617,4466,79
kntn8_fc0yU,39527,953,40
km7gv28_uX0,1098011,18818,232
kiY3llp4pqg,4690,33,13
khSO7qEKbvo,317404,2190,96
khCUVWqW9BU,131248,5163,174
kgYzS98cPNI,62477,114,6
kgTGtVWBMpo,33979,644,90
kg5uqDh00H4,567770,10616,224
kfqujpo-pIs,305622,1565,64
kf_Bdr12XVw,20416,115,2
ketmFSdlKqI,426648,14446,102
kdht_LMDQv8,991790,5387,131
kcN-YjO6JE0,99624,1235,88
kafBgUxBveg,16977,191,35
kaSvGVhtszo,374519,10256,89
ka-8KJOtFBk,807672,41046,361
k_v3Wex0JQA,506493,31555,134
kYYINJM3lPA,226257,1184,270
kX-QbcXyZug,252070,5717,182
kWOLvq1xENI,125137,698,243
kTAYqsT05Dc,777826,1811,175
kQzP2ul6l4c,227069,4152,221
kQJQ3i9HafY,591188,25599,632
kPPcmOV2S-U,2054469,27722,682
kOM4g4Y300I,113688,544,48
kNcpS0Oq_Wk,389753,313,250
kMGLynxlHHU,94696,1159,259
kM4OPbDIpwc,364201,1291,43
kL9wtPGop7o,403956,4055,177
kK3c1zXnQgU,845736,4324,221
kJ3tMPVvE6w,1814970,7290,442
kGwV-gsTcE4,32421,263,72
kGGNNSmGDpU,7261000,42980,870
kFGZ-2S6HVU,60513,885,82
kB15UFO5ebA,2501900,29237,717
kA25IVAo3QQ,54704,1120,189
k9zSSgmv9wk,142232,309,21
k9QdgRTZ_7o,220146,4069,209
k8WYiLfnWXs,205232,4201,109
k8Nfw75QASU,90434,1013,730
k86KDFh_q6E,3868909,61529,2704
k81sIA71vgw,313444,2001,282
k5TQidx2WkI,1957246,53445,478
k4vQugCOIY4,253674,1162,152
k4XL6ybNOuM,186983,4119,148
k15O_eBfUuk,1826017,17435,264
k-tILBxRiQ4,595134,3812,755
k-3zSAJjFzc,20499,518,80
jzVYRST0h3Q,1330390,28314,635
jyWA6ZglikQ,195499,3141,338
jxyXAXxRhKs,813942,9483,292
jwz5SLNxdiM,145076,2478,50
jwrr6aIWeus,1855274,17267,553
jwrqNI0Y8Jk,629742,14733,179
jv_XC-vkSuQ,1023229,20119,866
jv-fI6bSClc,224726,2649,87
juD6yx-vpWc,404481,1975,568
jrxBaaINseI,2495782,9417,844
jrLhP5sK2wI,4408273,108415,1700
jrLEOhOfEOk,314243,4688,270
jqgzIxFx4EM,76817,2831,15
jqH7612swtU,311173,7091,236
jpiVx2mQhKI,184213,1820,90
jpXlCo8DPwg,50080,779,9
jpSOJdPDwD8,108132,4075,66
jpL4Z94VBNI,191968,4886,204
joe2vkRdBjw,121041,4042,56
jo4aAVjuh2o,61141,1282,17
jnn8YavmcTo,106536,2157,42
jm0rR2ayxWU,2267,71,8
jlyavNZcImI,105603,1827,102
jlQrPRjHUKQ,451902,8020,686
jkJikElflkA,239229,985,946
jk8F4DBYKOA,13079,352,593
jj_QxVeUuZQ,47395,506,31
jjSC-ORvANo,88884,2442,124
jj0MhHpdb-0,9717,170,29
jir7pJcjy3w,5348594,127351,1280
jidafAJX25k,1000153,20075,608
jhpSfsKy7PU,50262,2325,36
jgwjJQ8PmsA,77940,1916,14
jgrB8lH3wjU,12704,137,6
jee5JZjxkdg,408253,3040,240
jeKN4Tcnt_E,31838,253,201
jdqInX6nEpM,289964,1291,49
jb8HQqqM1JM,557008,24832,195
j_ydMKCCXg0,1303367,65359,314
jZry60x6RR4,51041,703,19
jZEAkHPPFUk,2005,37,35
jYf585k2gPs,125282,789,44
jV-JSEuCB0g,183955,7543,81
jSoLtdngKJg,1208993,33357,275
jRHUqb-UYEo,8850,104,63
jQswhwO1kLs,34498,534,43
jQFvi4mvt8s,260866,1939,95
jQ7OOzf96gg,105029,2606,87
jOsAL_uRt5o,1191692,24108,439
jOWDuI6au3w,189141,1907,65
jNuKwlKJx2E,2773344,32376,972
jNFh1pKx-bg,60940,404,356
jN0WgbAwRiw,12418,55,22
jMjMp1LDEw0,199724,2499,33
jMIRL7AlwQ4,125295,286,64
jICKyVN5cIA,26563,269,98
jH2Td_JbCyw,117880,767,197
jGmWHVXJqTs,1130837,7432,229
jFprsh-xeCA,37776,396,109
jFlAUmO2Ttw,333680,13507,83
jFhJjCmYi1M,3014381,12252,681
jEVA3SGCNl8,61524,1353,2764
jDiYGjp5iFg,4127620,20902,460
jBQr7th2KD4,125470,1452,185
jAy6NJ_D5vU,9015684,39712,1213
jASAxU0Uqk4,770895,18719,331
j9o99a294ek,111872,4517,76
j9nca9cktCI,930588,28890,451
j8xG9DWwTPM,85675,1371,28
j8ODqYlc66o,36074,297,35
j73-IvTvNN0,1226329,14280,180
j588qwxJTSQ,50957,394,19
j3X5zG2q67s,175488,2999,104
j12pk-IE3D0,1946433,3078,947
j0Ec8uWZrgA,274915,5820,141
izCc4duhnxA,90662,2751,32
iwrK1Mqao34,790128,44,4
is4vpTmmcmQ,1830932,88289,788
iqX-wNCdUns,54374,1027,31
iqFqxyfRLMM,38741,369,13
ip6Uzk-sDpE,14190,161,20
ikrLvWcBkG0,135991,133,10
ikogYVL1wvU,1239332,51894,356
ihN7DR1Ce6g,250794,4218,849
ifpdZsZRFyc,62337,1482,52
ifG60XP8M3o,170475,1572,66
ieqemSsMxek,2140523,27505,793
ieeZ0mviFKc,390294,5330,314
ieHh4U-QYwU,3375841,43960,1891
ie8v-dGK8rI,218327,1309,110
idu_LCBxjQo,207285,2466,185
iclr8nQXltY,37140,1023,2
icBX7hJjQxc,16281,633,98
iagV1y8qqLI,31943,333,48
iaEtSg9ZHn8,17188,182,31
iZ9jSzU4IeU,105493,788,513
iYDdPNmIn4U,65942,375,33
iX8GxLP1FHo,3608222,52566,1504
iVUQ67fbOjI,97627,211,21
iUn7ykvNYfw,29856,325,27
iUPUeL2bjFA,640346,14349,405
iUBVGux04s8,36660,352,31
iTVHXK27cso,39766,264,9
iT1c9gH2b1I,199539,1642,536
iSYR-2myTIQ,94164,1202,23
iPn4wdbubCg,34046,422,41
iLvwuRGzJIA,4748818,177615,935
iLseqlMcGWY,20674,60,21
iLMpJvzpGF8,55970,877,56
iKpKAlbJ7BQ,8234403,33563,1252
iKOpvm7BcOo,1064845,3109,275
iIMrFnl5NiA,3396187,57798,776
iHBcWHY9lN4,4907879,96220,1368
iFN4GhrdfFw,16926,107,129
iD-cFgDDuqM,3100237,40454,2563
iAI2Z5PqCLw,163909,2734,65
iA6_BtMmwaE,284101,425,154
i9Q_1jJYmaU,32879,409,49
i8lp_eI78ZM,603596,9124,135
i8POqKLwqYY,44750,404,80
i6qlPeS1kGY,1523291,13173,2101
i6po8dWuvCI,173687,2990,50
i5g_UPZlUmY,9544,23,3
i4nPvdFeEJs,3206552,117644,1386
i4dYMm9_Lj4,27457,842,69
i28Ff20XDEw,90580,5,3
i1iNZ4XukhE,109825,623,360
i1eJMig5Ik4,2838718,16155,696
i18mjui9NXQ,152010,5705,206
i0oCFYYqavU,516852,10713,232
i-99BoYyUoI,871252,8052,451
hyYHhUXjXKM,982624,24030,285
hxYyB9QfeVU,157682,324,23
hveXVs9u2Iw,120635,2241,504
hvK0iUS5bR4,62188,623,8
huh4jhJvlpg,99538,1055,25
hu8XfHD3k0A,292053,2017,320
hu0g5Aefup8,137723,283,47
htgcz87-Wqk,1208819,3791,472
hqFHAnkSP2U,48298,177,39
hpfOCDhlXY8,76538,502,89
hnuchN4gmNY,9072,311,29
hnuSF_hjTLo,196236,2693,1082
hjnkZKtQ7lc,248800,1330,69
hjhMsIGPfBU,29512,521,58
hjUfVekEIag,25667,575,35
hizsUDrMejk,40380,176,29
hifvjuwsqK8,325481,8891,288
hhVSkRW3h10,80868,599,6
hhJJsH2umek,72624,1733,40
hg_7yE6Mc60,417610,15168,337
hfBjryiZDmE,161349,3874,131
he3DPldzW8I,598994,3102,274
hdmm4m3ft3Y,313508,5776,397
hd6FVNRTb_g,221058,3123,157
hbdv_6Dx5uE,57940,414,73
hbdp2jJPvCg,179846,2612,41
hadZIa-R3fw,452642,6644,827
hZO1oHqEy_o,3565,85,109
hYZLxj1cyf0,39981,829,1714
hYY_GOu79IE,57942,723,44
hY9h5o0G_OE,1320457,19276,1326
hWiiILx7Uj0,24647,593,32
hTmPUQ5sDpw,72018,716,12
hSct-N7bQ3g,4965,39,5
hS4HvwAx8to,60898,868,404
hP8dLUxBfsU,248943,7089,1088
hOiWSWLt-NA,3011599,24992,704
hNHnyT967Yk,81085,2039,381
hLwcFvisQU8,81332,1632,272
hIUPNDCBNjc,57481,70,22
hIMJ0_S-x40,3306578,41242,817
hHlOqD9weuI,53623,2028,100
hH2gssAZh7I,5954,54,4
hFfmYait6IY,385986,1248,169
hFNvc3WiZYw,230296,2633,55
hDKSo-_wGIQ,2057,13,0
hCl3gtNIFQw,86865,1686,876
hCQ9y6ivpdQ,203935,2352,223
hBz7e6E_ttI,41157,135,11
hBOlhdSYhv8,769777,8289,220
hBLS_OM6Puk,4581823,33373,1613
hBJhiBrAMa4,116462,415,78
hA1Hhs0gZI8,424199,12153,56
h9nrBkQ2YBo,2014881,8146,598
h98p960B8Ac,68077,1309,240
h8NTm8yb4WI,25996,565,31
h7zIHFW_oO8,16230,128,16
h7y4L4CjOfI,30918,296,20
h64qugj_iDg,446634,2592,218
h4S9pqQmQQU,50389,1726,70
h3jrZ8_e5oA,934956,51536,238
h3ec1yrSBUY,251920,11615,103
h0VOc4QgRO4,163100,1543,210
h0QIw3Sb4nA,766584,15969,135
h03jLiWIXVI,1978640,20860,620
h-VzA0rGbMg,17913,532,687
h-T61Wz_XD8,80437,1069,59
gzlZJQ4yY9Y,72019,1607,119
gzjD65c_8wU,291509,5284,97
gyhOTvC1v-A,527514,1177,2870
gxv7bb5gfMU,2427005,47122,1465
gw6jsVvlRY8,78926,3311,211
gw2lteB76fk,187581,250,33
gvxNaSIB_WI,6266248,64704,75305
gu_oI-6jmMc,82518,183,7
grq5tON-Noc,429389,7258,221
grVmc_hi2qQ,49521,340,161
gr-WvA7uFDQ,401455,2555,87
gqXW-qIFovE,15112,387,19
gmU2Hq8AsYY,426358,2310,135
gmTaTk76Oas,87188,2844,147
glxULceEEjA,274644,4223,113
glkvyOXxVRE,28354,552,80
gl4QEuY4IeU,1071283,31156,9722
gl368oUtXmA,419717,3901,356
gkte9zzr12M,337439,1771,15
ghv3-lpFOcc,1032800,27366,424
ghhlhlHicr8,40714,576,48
ghJkKclfpjY,270327,5574,101
ggqVsBekxew,468749,18908,141
ggOo71Ddv7w,39134,1459,59
gfr44G1KJmc,1886986,21607,591
gf9pE9EIllU,700765,14006,433
getvYflDK98,2479414,96591,1494
gdWxGwiuhnU,1783916,16128,1728
gbDreyrgygk,171000,2100,181
gaC9npDg-j0,59963,885,24
ga1m0wjzscU,1961961,17440,344
g_Ov159p_Tk,37325,909,87
gVpnxrcxff8,626340,3869,108
gVklNfuSdNg,243790,4485,2773
gT_WwvKlWHs,200944,359,61
gSgHA-P_Ya8,55158,640,15
gSgB0KYH8ew,154059,1554,370
gRycjPiqiNg,331516,2071,310
gR1V2kTEH7I,25811,436,8
gQJHvVoqi1A,241824,2804,182
gPtPs22gtOA,891736,26406,166
gM5poujKJ0U,10952,53,3
gL3KgfHnJwI,161016,1335,514
gJcxXUeurcg,20607,171,78
gJcdNAfRANQ,98660,1888,129
gELxjD42tNk,46064,558,122
gEB7ai8A7LY,30105,192,14
gE7tyEsC1wQ,155070,5074,95
gDf0kn-Bk9s,55588,674,224
gBabKoHSErI,3157532,11604,773
gAfv_PnPjY8,51355,1664,141
g5bx5DGr1o8,336008,4456,439
g5bLBiKY2DE,477525,25531,264
g5GRHlhBSDY,57335,932,64
g3cv82rN-ts,2195021,12420,660
g3IvVejktJE,989818,6909,358
g1zTsG6wn4Q,185145,773,30
g1u5uN7PlD8,561208,10390,194
g1BKgCXW92U,278989,3259,167
g-_HKOcYBK8,1283777,22370,6246
fzmM0AB60QQ,6991643,64831,2826
fyjgAyc2eV0,280307,2072,68
fwUWlxAQj-o,1962900,17111,437
fve7iaQQ-74,254444,5587,72
fu3TFib-JK4,7520212,155874,7270
fsR1QviHkEQ,13638,35,10
fqlUWWg6aYo,1168990,73775,203
fpoX2VjqSQQ,63704,922,28
fp_i7cnOgbQ,2726552,10223,717
fpE6Y5DT7kQ,735385,16728,193
fovQ5486_ek,85101,1142,80
foZPAgWbRwA,17438,308,166
fmw1ExWHx3k,448316,11090,154
fmMYbcAif_I,35333,968,83
fklLA0jWA-I,84014,2275,52
fjWdwAg0n2o,92663,1169,206
fjVonI2oVeM,9217431,295931,11741
fjFsSSB6oh8,180538,2553,104
fizytawjQ7o,252035,1284,127
fhlWTEOH2so,2351449,46262,14198
fhLcjYkJl1s,18396,141,11
fetqJPAAXVA,4980,29,0
fc8_spETMBY,215008,964,48
fbACKkAILIw,2666177,62356,442
faZZuhct7YY,215938,3453,173
faMfaNDWHe8,528748,9567,254
f_LpIydyVlk,326042,1206,61
fZgo1Fb0itE,17661,175,8
fWwL5bCpNc0,1209,93,129
fWCIfdXAtiw,571117,2605,72
fTwXWLd4tPk,400832,2794,5915
fTZXLIWECkg,52946,984,575
fQnC8SYCjvk,16410,155,41
fQlX317HyAI,1072717,34564,198
fQTnZCgnjs4,733185,21514,187
fQQZzYCNnZg,398797,17102,103
fQM6t1oSQkE,46788,794,96
fMg_vK67ZjE,260325,3975,347
fMGjMzqxiT4,60997,290,61
fLw8at0VT1M,2041163,28822,616
fJOQZmGsywE,700760,4192,566
fGeBs4VEkwg,169773,2865,326
fG70KroYlik,948102,4024,260
fFet4sCdKw8,131474,1357,74
fFedbIjsM20,87339,340,104
fFWlCGgc-VE,68797,390,38
fE2oL5i13Us,352025,15812,72
fDSU0ehlLtE,191365,2697,86
fC5rB8IP_3g,726605,8378,1022
fBITGyJynfA,4632751,52747,1160
fB8qvx0HOlI,3567885,85728,3284
fAn8y8CJdD8,28041,348,342
f9OKL5no-S0,10646012,93014,4146
f85CFFiSj6E,211036,7809,142
f7dQrSD63YQ,42112,625,43
f6HWgSDzJ9g,199565,2197,34
f5cO5mPon_0,212918,5642,171
f46ivuCahK4,969077,1986,359
f1knbJXKim8,51475,514,264
f-BEsrBseG4,110689,1624,12
ezqATqpUYUA,49702,513,41
ezYhWsqbc40,32327,846,45
eywXzzEWe3s,156651,7373,53
eyg8_HBfVB0,164032,2266,152
eyOkypzFfHo,3195231,81433,1592
exHTHiJ1sgA,12941,93,89
ewiQq9kaYRU,98166,1318,76
ewYhtg3mjTY,303893,1343,87
ew6DOmVH4l0,293374,56,8
evdxH50J3rs,529398,3376,133
evc3xvJb1gw,49489,643,162
ev8ibzq3vB8,269216,3104,155
eth7JUKVwok,1221412,3150,267
epMAq5WYJk4,735299,4583,114
epCvKyjH7g8,2823389,8812,1460
ep4bmXjneUM,56301,690,125
eoVjx5vpNu4,34951,1022,64
eoNO6yeKGis,512726,13390,325
en4ECRmZzqM,587779,6810,280
eifhyI9hc8Q,18915,184,43
eggOiXsTX9U,138136,1200,47
edDSkAFrd5Y,4132674,133011,835
ed4YKD7WWvE,75275,733,19
echLiKsNYr4,222363,3842,146
eb90gqGYP9c,5341516,128025,7660
eb2Ce6mj-iI,454339,6722,236
eat6MV1VsBA,1164110,23390,285
eaRoQH4Xn-s,703066,23003,393
eaQDqhjyBng,661927,20988,241
e_5QUVvXjyM,639,61,56
eZB-WbSctwU,1375,8,2
eYFezrCkbAQ,1375869,6600,683
eXZ18mV60Gs,9649,101,49
eXWhaRSKP7Y,36657,167,35
eUlcTYIxKaQ,46077,1424,61
eUQqeabxnNU,1818794,10556,9518
eQNLRPkO2ys,27313,239,8
eQ5EN0QJlKQ,4597616,151193,798
eORCaDh1UCI,133387,1444,94
eO7kJ0j4Qzw,630491,3586,208
eNijy6kYTt0,80389,819,40
eNEtyax1wH8,158692,1491,67
eLsMdN8G4KY,13976,252,37
eLQ0oYeza2k,187198,944,32
eI_LjETc_Ak,1204227,41243,378
eIGmCqq3grY,111882,1174,42
eIGGKSHMQOM,2738042,25109,779
eIBQaDlR0tA,2038031,20457,1332
eGPI-oSed_M,113120,712,103
eGC1cUyYXHo,212749,1415,44
eEHezmts9iM,788097,16812,137
eCDYrTi9BEs,98132,633,25
eAaIfaWEimo,33302,123,20
e9wZx_eSg4s,234293,2331,81
e8Y-BjPvHXw,48731,243,31
e8NzobAjBg8,54087,3145,45
e6nLXx2uHns,411844,13696,116
e5bE-8n0_5Q,535350,4356,461
e5N_Tq1EtRQ,1199118,10609,179
e4CquIQkHdg,156819,2414,59
e3fzrw7n-RI,169899,959,26
e3HuD9Ehb_0,3317376,70957,1061
e2-nbOnu7BE,27763,335,75
e0LJNn-GcnY,2683037,45802,3287
e-wH7hD9Liw,371803,12788,209
dzt2pHWuIJc,51617,1108,277
dygAUib9MX4,4929,67,11
dyFrBC1rAcg,2912435,8167,299
dwY5_c4jnTo,137136,2216,94
duwma9IcYZ0,33893,311,83
doM0fsL7840,559472,5338,312
doFpACkiZ2Q,1230594,5782,1604
do99iDsfnJY,815828,13388,428
dnMloFAWcbE,112465,3192,355
dm_OElZ6Yy0,19422,402,493
dl9ygSy1Xmo,131102,1406,29
dkzmZJIvqE4,76051,407,43
djCVZsIgdq4,27006,51,21
di6emt8_ie8,467116,5745,96
dhXRx_lva18,1748916,24170,655
dh3-6Q9v8hM,445721,8337,235
deNLpgTMYjA,290381,2360,450
de9qK0_xynM,3572,104,3
de50trNEvf8,662980,594,217
ddRZzjQE-Dw,149727,1282,591
dbKZlSwAS3M,901340,12477,824
dasSmCKNlRE,366471,3368,49
d_opic3C4ac,400083,5954,351
d_TsBCCz1CY,159243,667,53
dZoMgN0zRSI,65321,702,99
dXaYQhs2fYA,1845380,48177,3482
dXDebmErur0,63613,410,83
dXDPCuFNhs4,17105,299,12
dWlSAws-4hg,868260,9320,148
dVTO8tCg39Y,5690,61,2
dU3FSX3JjYw,946420,6764,283
dTCWOn5sYZA,1430042,57169,565
dRqfFmMgWfI,396272,1223,287
dQZPp5ED1VI,1322165,11832,1406
dQMinvdSMrM,622773,12448,427
dOHeXbbgoJk,166777,435,93
dOHY2qsA_tM,195218,1011,40
dNRaFuN2aKg,238690,6438,64
dNNp9BPLr24,336496,5704,58
dNF6sVurAuI,476224,5832,2597
dMgElg_aEuI,844315,4774,190
dM0krSvAQuw,327931,4246,268
dKOs-2bKOGc,105393,614,61
dIlSTShDr_o,11540,184,47
dFSkS2WeClo,932269,17449,276
dDigwI6W8RA,116431,2841,60
dC63JhyigtY,67919,3022,45
d9koX54vkRs,605358,7959,556
d9QVGtYEOPA,73760,1237,14
d8dLwiT2KOo,2824467,87352,935
d7QDWEe3xv4,102,28,6
d7E3F0Vt2rE,49229,1077,245
d6GmR4esVoA,722962,9377,348
d50j1H9pK1c,18858,431,127
d431SqslxRI,36624,650,86
d3yTgcKhHqU,483250,3535,151
d3vjT0mqSC4,506021,5182,581
d2sJNee7FQ4,4375801,40553,1332
d1sv1wETAII,300334,8686,139
d1Fe3mInaTI,477584,5528,165
d-WrAX7MHhQ,120234,1899,40
d-NCySETRIc,993881,9458,230
cyslyHkAs1g,527123,6612,139
cv4R1GxRMPQ,597875,31051,217
ctbIDONmVrY,88522,1738,83
ctM8zpe3BHo,3976355,16044,968
ctBVhyZxXYY,1570691,8869,1535
cs2mKXqQUOY,337787,14286,196
cr0KZ2EVG7w,1080266,39426,167
cqNcPDBgyOM,223860,960,32
cq7eh8UKFd0,19745,177,22
cq2iTHoLrt0,3033586,109849,1031
cow52dq0taM,105428,1318,103
coG5LwaHp3c,2122347,29434,1070
co94cBf1qeU,146074,1508,15
cnam4K4GcMY,111268,3851,108
cmie3n4mKgE,14321,414,176
cmD_H65tCNE,9767,343,498
ckDoBBaVNpw,29249,552,47
ciMCLXCYtJ0,136264,4836,217
cfEssphtQfg,105443,1133,31
ccoFvMilqLk,16703,62,35
cZ5AmFo4vbY,660225,8060,158
cYNGDUIBUhE,1995364,107705,637
cX7DKENY98U,209184,1830,49
cWgurp4BfF0,42574,668,38
cVgSzMLloMo,36092,695,26
cUQ4DUMcktk,126582,1730,32
cUM75m-6bt0,15771,229,6
cTlHQiRNVl0,2084655,41896,1192
cT_Snaphq0Y,19503,181,13
cTWcF2F9-qQ,76009,1262,158
cTW0fUlW42I,68518,779,48
cTQ3Ko9ZKg8,1023589,13005,273
cSqi-8kAMmM,22832157,519757,74686
cRYKd8GWB9A,316781,4348,120
cO0JsSYTFzQ,431666,4586,268
cMtrmDhI1LQ,587836,12985,735
cLh1D0uKOUY,23985,227,34
cKMMpCuK3bA,1157326,32353,211
cKHdtzMH6gY,157375,2124,96
cIKecSNhRv8,1029511,7696,130
cH4mYC91omg,12589152,65590,5447
cGIgkM_kZHk,585213,13425,500
cFWa0siiVb8,548382,2775,205
cFPZ5bsMTSA,1563826,50712,633
cEsiSNH2_yU,163121,2447,57
cEqiciinXaI,70429,1299,78
cBq_XKWGCu0,84713,575,12
cB0fz5Q332k,246231,3799,243
cAowbM5a58Q,678234,3136,149
cAOq38rVGbE,87758,755,182
c9i-YSNnlzs,211601,1252,457
c8eYPDmpyd4,1272668,21223,381
c7pJZP8l9aY,1172653,230,19
